LATITUDE,LONGITUDE,SAMPLE_TIME_UTC,TAXON_NAME,CELLS_L,PROJECT_ID
-43.1832,146.9815,18/06/1998 1:40,Gymnodinium catenatum,10405,1051
-43.1832,146.9815,18/06/1998 1:40,Polykrikos schwarzii,2,1051
-43.1832,146.9815,18/06/1998 1:40,Tripos furca,2,1051
-43.1832,146.9815,18/06/1998 1:40,Guinardia striata,1,1051
-43.1832,146.9815,18/06/1998 1:40,Tripos fusus,2,1051
-43.2002,147.0993,18/06/1998 0:18,Pseudo-nitzschia pseudodelicatissima,1,1051
-43.2002,147.0993,18/06/1998 0:18,Chaetoceros cf. decipiens,1,1051
-43.2002,147.0993,18/06/1998 0:18,Ditylum brightwellii,1,1051
-43.2002,147.0993,18/06/1998 0:18,Chaetoceros debilis,1,1051
-43.2002,147.0993,18/06/1998 0:18,Polykrikos schwarzii,2,1051
-43.2002,147.0993,18/06/1998 0:18,Tripos furca,2,1051
-43.2002,147.0993,18/06/1998 0:18,Asterionellopsis glacialis,1,1051
-43.2002,147.0993,18/06/1998 0:26,Pseudo-nitzschia pseudodelicatissima,29100,1051
-43.2002,147.0993,18/06/1998 0:26,Gymnodinium catenatum,1337,1051
-43.2689,147.082,13/07/1998 23:28,Pseudo-nitzschia pseudodelicatissima,8942,1051
-43.2689,147.082,13/07/1998 23:28,Gymnodinium catenatum,221,1051
-43.2689,147.082,13/07/1998 23:28,Tripos furca,2,1051
-43.2689,147.082,13/07/1998 23:28,Tripos fusus,2,1051
-43.203,147.018,18/06/1998 0:53,Gymnodinium catenatum,9754,1051
-43.203,147.018,18/06/1998 0:53,Polykrikos schwarzii,2,1051
-43.203,147.018,18/06/1998 0:53,Tripos furca,2,1051
-43.203,147.018,18/06/1998 0:53,Tripos fusus,2,1051
-43.1832,146.9815,18/06/1998 1:40,Pseudo-nitzschia pseudodelicatissima,24430,1051
-43.1832,146.9815,18/06/1998 1:40,Dinophysis fortii,2,1051
-43.203,147.018,14/07/1998 0:37,Gymnodinium catenatum,3996,1051
-43.1832,146.9815,14/07/1998 0:54,Gymnodinium catenatum,2,1051
-43.1832,146.9815,14/07/1998 0:54,Tripos furca,2,1051
-43.1832,146.9815,14/07/1998 1:04,Pseudo-nitzschia pseudodelicatissima,22397,1051
-43.2689,147.082,22/12/1996 22:45,Pseudo-nitzschia pseudodelicatissima,1,1051
-43.2689,147.082,22/12/1996 22:45,Chaetoceros cf. decipiens,1,1051
-43.2689,147.082,22/12/1996 22:45,Pyrocystis lunula,2,1051
-43.2689,147.082,22/12/1996 22:45,Ditylum brightwellii,1,1051
-43.2689,147.082,22/12/1996 22:45,Protoperidinium pellucidum,2,1051
-43.2689,147.082,22/12/1996 22:45,Chaetoceros didymus,1,1051
-43.2689,147.082,22/12/1996 22:45,Chaetoceros eibenii,1,1051
-43.2689,147.082,22/12/1996 22:45,Chaetoceros compressus,1,1051
-43.2689,147.082,22/12/1996 22:45,Chaetoceros debilis,1,1051
-43.2689,147.082,22/12/1996 22:45,Guinardia striata,1,1051
-43.2136,147.0067,14/07/1998 1:27,Pseudo-nitzschia pseudodelicatissima,3419,1051
-43.2136,147.0067,14/07/1998 1:27,Tripos muelleri,2,1051
-43.2136,147.0067,14/07/1998 1:27,Gymnodinium catenatum,3164,1051
-43.2136,147.0067,14/07/1998 1:27,Polykrikos schwarzii,2,1051
-43.2136,147.0067,14/07/1998 1:27,Tripos furca,2,1051
-43.2136,147.0067,14/07/1998 1:27,Tripos fusus,2,1051
-43.2136,147.0067,14/07/1998 1:27,Asterionellopsis glacialis,1,1051
-43.203,147.018,14/07/1998 0:30,Ditylum brightwellii,1,1051
-43.203,147.018,14/07/1998 0:30,Tripos muelleri,2,1051
-43.203,147.018,14/07/1998 0:30,Chaetoceros debilis,1,1051
-43.203,147.018,14/07/1998 0:30,Gymnodinium catenatum,2,1051
-43.203,147.018,14/07/1998 0:30,Polykrikos schwarzii,2,1051
-43.203,147.018,14/07/1998 0:30,Tripos furca,2,1051
-43.203,147.018,14/07/1998 0:30,Tripos fusus,2,1051
-43.203,147.018,14/07/1998 0:37,Pseudo-nitzschia pseudodelicatissima,11953,1051
-43.2002,147.0993,14/07/1998 0:01,Tripos furca,2,1051
-43.2002,147.0993,14/07/1998 0:01,Tripos fusus,2,1051
-43.2002,147.0993,14/07/1998 0:12,Pseudo-nitzschia pseudodelicatissima,16591,1051
-43.2002,147.0993,14/07/1998 0:12,Gymnodinium catenatum,64,1051
-43.2689,147.082,5/08/1998 23:19,Pseudo-nitzschia pseudodelicatissima,1,1051
-43.2689,147.082,5/08/1998 23:19,Chaetoceros cf. decipiens,1,1051
-43.2689,147.082,5/08/1998 23:19,Tripos muelleri,2,1051
-43.2689,147.082,5/08/1998 23:19,Chaetoceros eibenii,1,1051
-43.2689,147.082,5/08/1998 23:19,Chaetoceros debilis,1,1051
-43.2689,147.082,5/08/1998 23:19,Gymnodinium catenatum,2,1051
-43.2689,147.082,5/08/1998 23:19,Tripos furca,2,1051
-43.2689,147.082,5/08/1998 23:19,Tripos fusus,2,1051
-43.2689,147.082,5/08/1998 23:28,Pseudo-nitzschia pseudodelicatissima,6895,1051
-43.2689,147.082,5/08/1998 23:28,Gymnodinium catenatum,13,1051
-43.2136,147.0067,6/08/1998 1:20,Chaetoceros socialis,1,1051
-43.2136,147.0067,6/08/1998 1:20,Pseudo-nitzschia pseudodelicatissima,1,1051
-43.2136,147.0067,6/08/1998 1:20,Chaetoceros cf. decipiens,1,1051
-43.1832,146.9815,14/07/1998 1:04,Gymnodinium catenatum,1386,1051
-43.2002,147.0993,14/07/1998 0:01,Chaetoceros cf. decipiens,1,1051
-43.2002,147.0993,14/07/1998 0:01,Coscinodiscus wailesii,1,1051
-43.2002,147.0993,14/07/1998 0:01,Ditylum brightwellii,1,1051
-43.2002,147.0993,14/07/1998 0:01,Protoperidinium pellucidum,2,1051
-43.2002,147.0993,14/07/1998 0:01,Gymnodinium catenatum,2,1051
-43.2002,147.0993,14/07/1998 0:01,Polykrikos schwarzii,2,1051
-43.203,147.018,6/08/1998 0:23,Gymnodinium catenatum,1481,1051
-43.203,147.018,6/08/1998 0:23,Tripos furca,2,1051
-43.203,147.018,6/08/1998 0:23,Tripos fusus,2,1051
-43.1832,146.9815,6/08/1998 0:42,Tripos muelleri,2,1051
-43.1832,146.9815,6/08/1998 0:42,Chaetoceros eibenii,1,1051
-43.1832,146.9815,6/08/1998 0:42,Gymnodinium catenatum,2,1051
-43.1832,146.9815,6/08/1998 0:42,Tripos furca,2,1051
-43.1832,146.9815,6/08/1998 0:42,Tripos fusus,2,1051
-43.1832,146.9815,6/08/1998 0:48,Pseudo-nitzschia pseudodelicatissima,6431,1051
-43.1832,146.9815,6/08/1998 0:48,Gymnodinium catenatum,1868,1051
-43.2136,147.0067,6/08/1998 1:20,Tripos muelleri,2,1051
-43.2136,147.0067,6/08/1998 1:20,Chaetoceros eibenii,1,1051
-43.2136,147.0067,6/08/1998 1:20,Gymnodinium catenatum,2,1051
-43.2136,147.0067,6/08/1998 1:20,Tripos furca,2,1051
-43.2136,147.0067,6/08/1998 1:20,Tripos fusus,2,1051
-43.2136,147.0067,6/08/1998 1:20,Pseudo-nitzschia pseudodelicatissima,9754,1051
-43.2136,147.0067,6/08/1998 1:20,Gymnodinium catenatum,2735,1051
-43.2689,147.082,22/12/1996 22:47,Pseudo-nitzschia pseudodelicatissima,183628,1051
-43.203,147.018,6/08/1998 0:23,Pseudo-nitzschia pseudodelicatissima,1154,1051
-43.203,147.018,6/08/1998 0:23,Tripos muelleri,2,1051
-43.2136,147.0067,23/12/1996 0:53,Pyrocystis lunula,2,1051
-43.2002,147.0993,6/08/1998 0:01,Pseudo-nitzschia pseudodelicatissima,3464,1051
-43.2002,147.0993,6/08/1998 0:01,Gymnodinium catenatum,173,1051
-43.2689,147.082,17/08/1998 23:30,Chaetoceros socialis,1,1051
-43.2689,147.082,17/08/1998 23:30,Pseudo-nitzschia pseudodelicatissima,1,1051
-43.2689,147.082,17/08/1998 23:30,Chaetoceros cf. decipiens,1,1051
-43.2689,147.082,17/08/1998 23:30,Coscinodiscus wailesii,1,1051
-43.2689,147.082,17/08/1998 23:30,Ditylum brightwellii,1,1051
-43.2689,147.082,17/08/1998 23:30,Tripos muelleri,2,1051
-43.2689,147.082,17/08/1998 23:30,Chaetoceros eibenii,1,1051
-43.2689,147.082,17/08/1998 23:30,Chaetoceros debilis,1,1051
-43.2689,147.082,17/08/1998 23:30,Gymnodinium catenatum,2,1051
-43.2689,147.082,17/08/1998 23:30,Polykrikos schwarzii,2,1051
-43.2689,147.082,17/08/1998 23:30,Tripos furca,2,1051
-43.2689,147.082,17/08/1998 23:30,Tripos fusus,2,1051
-43.2689,147.082,17/08/1998 23:48,Pseudo-nitzschia pseudodelicatissima,8908,1051
-43.2002,147.0993,5/08/1998 23:58,Chaetoceros socialis,1,1051
-43.2002,147.0993,5/08/1998 23:58,Chaetoceros cf. decipiens,1,1051
-43.2002,147.0993,5/08/1998 23:58,Ditylum brightwellii,1,1051
-43.2002,147.0993,5/08/1998 23:58,Gymnodinium catenatum,2,1051
-43.2002,147.0993,5/08/1998 23:58,Tripos furca,2,1051
-43.2002,147.0993,5/08/1998 23:58,Tripos fusus,2,1051
-43.2002,147.0993,5/08/1998 23:58,Asterionellopsis glacialis,1,1051
-43.2136,147.0067,23/12/1996 0:53,Pseudo-nitzschia pseudodelicatissima,25497,1051
-43.203,147.018,18/08/1998 1:00,Gymnodinium catenatum,489,1051
-43.1832,146.9815,18/08/1998 1:23,Chaetoceros socialis,1,1051
-43.1832,146.9815,18/08/1998 1:23,Chaetoceros cf. decipiens,1,1051
-43.1832,146.9815,18/08/1998 1:23,Thalassiosira gravida,1,1051
-43.1832,146.9815,18/08/1998 1:23,Tripos muelleri,2,1051
-43.1832,146.9815,18/08/1998 1:23,Chaetoceros eibenii,1,1051
-43.1832,146.9815,18/08/1998 1:23,Gymnodinium catenatum,2,1051
-43.1832,146.9815,18/08/1998 1:23,Tripos furca,2,1051
-43.1832,146.9815,18/08/1998 1:23,Tripos fusus,2,1051
-43.1832,146.9815,18/08/1998 1:37,Pseudo-nitzschia pseudodelicatissima,19127,1051
-43.2689,147.082,17/08/1998 23:48,Gymnodinium catenatum,249,1051
-43.2136,147.0067,18/08/1998 2:05,Chaetoceros socialis,1,1051
-43.2136,147.0067,18/08/1998 2:05,Pseudo-nitzschia pseudodelicatissima,1,1051
-43.2136,147.0067,18/08/1998 2:05,Chaetoceros cf. decipiens,1,1051
-43.2136,147.0067,18/08/1998 2:05,Chaetoceros debilis,1,1051
-43.2136,147.0067,18/08/1998 2:05,Gymnodinium catenatum,2,1051
-43.2136,147.0067,18/08/1998 2:05,Polykrikos schwarzii,2,1051
-43.2136,147.0067,18/08/1998 2:05,Tripos furca,2,1051
-43.2136,147.0067,18/08/1998 2:05,Tripos fusus,2,1051
-43.2136,147.0067,18/08/1998 2:10,Pseudo-nitzschia pseudodelicatissima,4500,1051
-43.2136,147.0067,18/08/1998 2:10,Gymnodinium catenatum,1918,1051
-43.203,147.018,18/08/1998 0:21,Pseudo-nitzschia pseudodelicatissima,1,1051
-43.203,147.018,18/08/1998 0:21,Chaetoceros cf. decipiens,1,1051
-43.203,147.018,18/08/1998 0:21,Coscinodiscus wailesii,1,1051
-43.203,147.018,18/08/1998 0:21,Ditylum brightwellii,1,1051
-43.203,147.018,18/08/1998 0:21,Chaetoceros eibenii,1,1051
-43.203,147.018,18/08/1998 0:21,Chaetoceros debilis,1,1051
-43.203,147.018,18/08/1998 0:21,Gymnodinium catenatum,2,1051
-43.203,147.018,18/08/1998 0:21,Tripos furca,2,1051
-43.203,147.018,18/08/1998 0:21,Tripos fusus,2,1051
-43.203,147.018,18/08/1998 1:00,Pseudo-nitzschia pseudodelicatissima,8505,1051
-43.2002,147.0993,18/08/1998 0:26,Tripos muelleri,2,1051
-43.2002,147.0993,18/08/1998 0:26,Chaetoceros eibenii,1,1051
-43.2002,147.0993,18/08/1998 0:26,Gymnodinium catenatum,915,1051
-43.2002,147.0993,18/08/1998 0:26,Tripos furca,2,1051
-43.2002,147.0993,18/08/1998 0:26,Tripos fusus,2,1051
-43.2689,147.082,4/10/1998 23:40,Chaetoceros socialis,1,1051
-43.2689,147.082,4/10/1998 23:40,Pseudo-nitzschia pseudodelicatissima,1,1051
-43.2689,147.082,4/10/1998 23:40,Chaetoceros cf. decipiens,1,1051
-43.2689,147.082,4/10/1998 23:40,Tripos muelleri,2,1051
-43.2689,147.082,4/10/1998 23:40,Chaetoceros debilis,1,1051
-43.2689,147.082,4/10/1998 23:40,Gymnodinium catenatum,2,1051
-43.2689,147.082,4/10/1998 23:40,Polykrikos schwarzii,2,1051
-43.2689,147.082,4/10/1998 23:40,Tripos furca,2,1051
-43.2689,147.082,4/10/1998 23:40,Guinardia striata,1,1051
-43.2689,147.082,4/10/1998 23:55,Pseudo-nitzschia pseudodelicatissima,19057,1051
-43.2689,147.082,4/10/1998 23:55,Gymnodinium catenatum,422,1051
-43.2136,147.0067,5/10/1998 0:40,Chaetoceros socialis,1,1051
-43.2136,147.0067,5/10/1998 0:40,Pseudo-nitzschia pseudodelicatissima,1,1051
-43.2136,147.0067,5/10/1998 0:40,Chaetoceros cf. decipiens,1,1051
-43.2136,147.0067,5/10/1998 0:40,Ditylum brightwellii,1,1051
-43.2136,147.0067,5/10/1998 0:40,Tripos muelleri,2,1051
-43.2136,147.0067,5/10/1998 0:40,Chaetoceros debilis,1,1051
-43.2136,147.0067,5/10/1998 0:40,Gymnodinium catenatum,2,1051
-43.2136,147.0067,5/10/1998 0:40,Polykrikos schwarzii,2,1051
-43.2136,147.0067,5/10/1998 0:40,Tripos furca,2,1051
-43.2136,147.0067,5/10/1998 0:40,Tripos fusus,2,1051
-43.1832,146.9815,18/08/1998 1:37,Gymnodinium catenatum,1341,1051
-43.2002,147.0993,18/08/1998 0:26,Chaetoceros socialis,1,1051
-43.2002,147.0993,18/08/1998 0:26,Pseudo-nitzschia pseudodelicatissima,5872,1051
-43.2002,147.0993,18/08/1998 0:26,Chaetoceros cf. decipiens,1,1051
-43.2002,147.0993,18/08/1998 0:26,Coscinodiscus wailesii,1,1051
-43.1832,146.9815,5/11/1996 1:12,Pyrocystis lunula,2,1051
-43.2136,147.0067,25/08/1998 6:56,Pseudo-nitzschia pseudodelicatissima,5317,1051
-43.2136,147.0067,5/10/1998 0:45,Pseudo-nitzschia pseudodelicatissima,10878,1051
-43.2136,147.0067,5/10/1998 0:45,Gymnodinium catenatum,579,1051
-43.203,147.018,22/12/1996 23:48,Pseudo-nitzschia pseudodelicatissima,1,1051
-43.203,147.018,22/12/1996 23:48,Chaetoceros cf. decipiens,1,1051
-43.203,147.018,22/12/1996 23:48,Pyrocystis lunula,2,1051
-43.203,147.018,22/12/1996 23:48,Ditylum brightwellii,1,1051
-43.203,147.018,22/12/1996 23:48,Protoperidinium pellucidum,2,1051
-43.203,147.018,22/12/1996 23:48,Chaetoceros didymus,1,1051
-43.203,147.018,22/12/1996 23:48,Chaetoceros debilis,1,1051
-43.2689,147.082,25/08/1998 4:35,Pseudo-nitzschia pseudodelicatissima,11415,1051
-43.2689,147.082,25/08/1998 4:35,Gymnodinium catenatum,623,1051
-43.203,147.018,22/12/1996 23:54,Pseudo-nitzschia pseudodelicatissima,24404,1051
-43.1832,146.9815,23/12/1996 0:23,Pseudo-nitzschia pseudodelicatissima,26183,1051
-43.1832,146.9815,23/12/1996 0:23,Pyrocystis lunula,2,1051
-43.1832,146.9815,23/12/1996 0:23,Protoperidinium pellucidum,2,1051
-43.1832,146.9815,26/08/1998 0:25,Pseudo-nitzschia pseudodelicatissima,4170,1051
-43.1832,146.9815,26/08/1998 0:25,Gymnodinium catenatum,634,1051
-43.2002,147.0993,22/12/1996 23:26,Chaetoceros socialis,1,1051
-43.2002,147.0993,22/12/1996 23:26,Pseudo-nitzschia pseudodelicatissima,330028,1051
-43.2002,147.0993,22/12/1996 23:26,Chaetoceros cf. decipiens,1,1051
-43.2002,147.0993,22/12/1996 23:26,Pyrocystis lunula,2,1051
-43.2002,147.0993,22/12/1996 23:26,Ditylum brightwellii,1,1051
-43.2002,147.0993,22/12/1996 23:26,Chaetoceros didymus,1,1051
-43.2002,147.0993,22/12/1996 23:26,Chaetoceros eibenii,1,1051
-43.2002,147.0993,22/12/1996 23:26,Chaetoceros debilis,1,1051
-43.2002,147.0993,22/12/1996 23:26,Pseudo-nitzschia pungens,1,1051
-43.2002,147.0993,26/08/1998 4:30,Pseudo-nitzschia pseudodelicatissima,31174,1051
-43.2136,147.0067,25/08/1998 6:56,Gymnodinium catenatum,1482,1051
-43.203,147.018,25/08/1998 23:36,Pseudo-nitzschia pseudodelicatissima,17368,1051
-43.203,147.018,25/08/1998 23:36,Gymnodinium catenatum,2053,1051
-43.203,147.018,30/12/1996 0:20,Pseudo-nitzschia pseudodelicatissima,7887,1051
-43.203,147.018,30/12/1996 0:20,Pyrocystis lunula,2,1051
-43.203,147.018,30/12/1996 0:20,Protoperidinium pellucidum,2,1051
-43.2689,147.082,8/10/1996 4:15,Pseudo-nitzschia pseudodelicatissima,852,1051
-43.2002,147.0993,26/08/1998 4:30,Gymnodinium catenatum,195,1051
-43.2689,147.082,29/12/1996 22:53,Dinophysis tripos,2,1051
-43.2689,147.082,29/12/1996 22:53,Pseudo-nitzschia pseudodelicatissima,14521,1051
-43.2689,147.082,29/12/1996 22:53,Pyrocystis lunula,2,1051
-43.2689,147.082,29/12/1996 22:53,Chaetoceros eibenii,1,1051
-43.2136,147.0067,30/12/1996 1:18,Pyrocystis lunula,2,1051
-43.2136,147.0067,30/12/1996 1:21,Pseudo-nitzschia pseudodelicatissima,1713,1051
-43.1832,146.9815,30/12/1996 0:46,Tripos furca,2,1051
-43.1832,146.9815,10/10/1996 3:26,Pseudo-nitzschia pseudodelicatissima,1481,1051
-43.1832,146.9815,30/12/1996 0:35,Pseudo-nitzschia pseudodelicatissima,8636,1051
-43.2002,147.0993,29/12/1996 23:40,Pseudo-nitzschia pseudodelicatissima,1,1051
-43.2002,147.0993,29/12/1996 23:40,Pyrocystis lunula,2,1051
-43.2002,147.0993,29/12/1996 23:40,Protoperidinium pellucidum,2,1051
-43.2002,147.0993,29/12/1996 23:40,Tripos muelleri,2,1051
-43.1832,146.9815,30/12/1996 0:46,Pyrocystis lunula,2,1051
-43.2689,147.082,25/02/1997 4:40,Pseudo-nitzschia pseudodelicatissima,1,1051
-43.2689,147.082,25/02/1997 4:40,Chaetoceros cf. decipiens,1,1051
-43.2689,147.082,25/02/1997 4:40,Dinophysis fortii,2,1051
-43.2689,147.082,25/02/1997 4:40,Protoperidinium pellucidum,2,1051
-43.2689,147.082,25/02/1997 4:40,Tripos muelleri,2,1051
-43.2689,147.082,25/02/1997 4:40,Gymnodinium catenatum,2,1051
-43.2689,147.082,25/02/1997 4:40,Tripos furca,2,1051
-43.2689,147.082,25/02/1997 5:01,Pseudo-nitzschia pseudodelicatissima,98341,1051
-43.2002,147.0993,29/12/1996 23:40,Tripos furca,2,1051
-43.2002,147.0993,8/10/1996 23:59,Pseudo-nitzschia pseudodelicatissima,4975,1051
-43.1832,146.9815,5/11/1996 1:20,Pseudo-nitzschia pseudodelicatissima,801,1051
-43.2926,147.1309,24/02/1997 23:07,Pseudo-nitzschia pseudodelicatissima,1,1051
-43.2926,147.1309,24/02/1997 23:07,Chaetoceros cf. decipiens,1,1051
-43.2926,147.1309,24/02/1997 23:07,Pyrocystis lunula,2,1051
-43.2926,147.1309,24/02/1997 23:07,Protoperidinium pellucidum,2,1051
-43.2926,147.1309,24/02/1997 23:07,Tripos muelleri,2,1051
-43.2926,147.1309,24/02/1997 23:07,Tripos furca,2,1051
-43.2002,147.0993,29/12/1996 23:27,Pseudo-nitzschia pseudodelicatissima,176757,1051
-43.2219,147.0478,26/02/1997 4:12,Dinophysis tripos,2,1051
-43.2219,147.0478,26/02/1997 4:12,Pseudo-nitzschia pseudodelicatissima,1,1051
-43.2219,147.0478,26/02/1997 4:12,Chaetoceros cf. decipiens,1,1051
-43.2219,147.0478,26/02/1997 4:12,Pyrocystis lunula,2,1051
-43.2219,147.0478,26/02/1997 4:12,Ditylum brightwellii,1,1051
-43.2219,147.0478,26/02/1997 4:12,Tripos muelleri,2,1051
-43.2219,147.0478,26/02/1997 4:12,Chaetoceros eibenii,1,1051
-43.2219,147.0478,26/02/1997 4:12,Tripos furca,2,1051
-43.2136,147.0067,25/02/1997 21:52,Pseudo-nitzschia pseudodelicatissima,1,1051
-43.2136,147.0067,25/02/1997 21:52,Chaetoceros cf. decipiens,1,1051
-43.2136,147.0067,25/02/1997 21:52,Dinophysis fortii,2,1051
-43.2136,147.0067,25/02/1997 21:52,Protoperidinium pellucidum,2,1051
-43.2136,147.0067,25/02/1997 21:52,Tripos muelleri,2,1051
-43.2136,147.0067,25/02/1997 21:52,Chaetoceros eibenii,1,1051
-43.2136,147.0067,25/02/1997 21:52,Chaetoceros debilis,1,1051
-43.2136,147.0067,25/02/1997 21:52,Tripos fusus,2,1051
-43.2136,147.0067,25/02/1997 22:07,Pseudo-nitzschia pseudodelicatissima,51094,1051
-43.203,147.018,26/02/1997 23:06,Pseudo-nitzschia pseudodelicatissima,190427,1051
-43.203,147.018,26/02/1997 23:06,Chaetoceros cf. decipiens,1,1051
-43.2689,147.082,6/01/1997 22:32,Pseudo-nitzschia pseudodelicatissima,1,1051
-43.2689,147.082,6/01/1997 22:32,Pyrocystis lunula,2,1051
-43.1414,146.9772,27/02/1997 3:45,Chaetoceros debilis,1,1051
-43.1414,146.9772,27/02/1997 3:45,Tripos furca,2,1051
-43.0904,147.0144,27/02/1997 4:20,Pseudo-nitzschia pseudodelicatissima,1,1051
-43.0904,147.0144,27/02/1997 4:20,Chaetoceros cf. decipiens,1,1051
-43.0904,147.0144,27/02/1997 4:20,Ditylum brightwellii,1,1051
-43.0904,147.0144,27/02/1997 4:20,Tripos muelleri,2,1051
-43.0904,147.0144,27/02/1997 4:20,Chaetoceros eibenii,1,1051
-43.0904,147.0144,27/02/1997 4:20,Chaetoceros debilis,1,1051
-43.0904,147.0144,27/02/1997 4:20,Tripos furca,2,1051
-43.0581,147.0419,27/02/1997 22:15,Pseudo-nitzschia pseudodelicatissima,1,1051
-43.0581,147.0419,27/02/1997 22:15,Chaetoceros cf. decipiens,1,1051
